product_id,image,name,shop_name,shopid,main_category,sub_category,description
14849431398,886a45db06a6c4e8d50e0359f848ba23,Ujung Pengunci Tali Sepatu Metal Shoelaces Tips Head,hooop,36570895,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"Ujung Pengunci Tali Sepatu Metal Shoelaces Tips Head adalah aksesoris sepatu yang stylish dan fungsional! Terbuat dari material metal berkualitas, ujung tali ini tidak hanya mempercantik tampilan sepatu wanita Anda, tapi juga mencegah tali sepatu lepas atau terurai.  

Dengan desain yang simpel dan elegan, produk ini cocok dipadukan dengan berbagai jenis sepatu, mulai dari sneakers, boots, hingga sepatu kasual. Mudah dipasang, cukup selipkan ujung tali sepatu ke dalam lubangnya dan tekan hingga terkunci. Tersedia dalam berbagai warna dan motif yang bisa disesuaikan dengan gaya fashion Anda.  

Jadikan sepatu Anda lebih rapi dan trendi dengan Ujung Pengunci Tali Sepatu Metal ini. Praktis, tahan lama, dan bikin penampilan semakin kece!"
14487206936,bfe8c589eaf07ec0d9d360238dbff7c8,Suumo Deodorize Penghilang Bau Sepatu Tas Lemari/ Kamper Pewangi,Suumo Official Shop,531403683,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"Suumo Deodorize Penghilang Bau Sepatu adalah solusi praktis untuk mengatasi bau tak sedap pada sepatu, tas, dan lemari. Dengan formula khusus yang efektif menetralisir bau, produk ini membuat sepatu tetap segar sepanjang hari. Ukurannya yang kecil dan ringkas memudahkanmu membawanya ke mana saja, cocok untuk dimasukkan ke dalam tas atau saku.  

Aroma kamper yang menyegarkan tidak hanya menghilangkan bau tetapi juga memberikan kesan wangi yang tahan lama. Cocok untuk berbagai jenis sepatu, baik sepatu olahraga, sneakers, atau sepatu formal. Mudah digunakan, cukup letakkan di dalam sepatu atau lemari untuk perlindungan maksimal.  

Keunggulan Suumo Deodorize:  
✔ Menghilangkan bau tak sedap dengan cepat  
✔ Aroma segar tahan lama  
✔ Praktis dan mudah dibawa  
✔ Aman untuk berbagai bahan sepatu  

Jaga kesegaran sepatumu setiap hari dengan Suumo Deodorize!"
13427880163,e97f769423f8a0e1c4153959d1bdf458,INSOLE 3D WANITA INVISIBLE ALAS SEPATU WANITA KAUS KAKI BALET KAUS KAKI INVISIBLE INSOL SEPATU EMPUK,WINNING88,349395021,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"**INSOLE 3D WANITA INVISIBLE - Sol Sepatu Empuk & Nyaman Sepanjang Hari!**  

Bikin sepatu favoritmu semakin nyaman dengan **INSOLE 3D WANITA INVISIBLE**! Sol dalam ini dirancang khusus untuk memberikan kenyamanan maksimal, cocok dipakai di berbagai jenis sepatu wanita, mulai dari flatshoes, sneakers, hingga heels.  

**Keunggulan Produk:**  
✔ **Empuk & Nyaman** – Dilengkapi bantalan 3D yang lembut untuk mengurangi tekanan pada kaki saat beraktivitas.  
✔ **Invisible Design** – Tipis dan pas di dalam sepatu, tidak terlihat dari luar sehingga tetap stylish.  
✔ **Anti Slip** – Material berkualitas menjaga sol tetap stabil dan tidak mudah bergeser.  
✔ **Breathable** – Bahan yang menyerap keringat, bikin kaki tetap segar seharian.  
✔ **Universal Size** – Cocok untuk semua ukuran sepatu wanita, tinggal disesuaikan dengan menggunting bagian yang tidak diperlukan.  

**Cocok Untuk:**  
- Pengguna sepatu yang sering beraktivitas lama.  
- Ingin menambah kenyamanan sepatu tanpa mengubah penampilan.  
- Mencegah lecet dan iritasi pada kaki.  

Jangan biarkan kaki lelah dan pegal mengganggu harimu! Pakai **INSOLE 3D WANITA INVISIBLE** sekarang dan rasakan bedanya!  

**Order sekarang dan dapatkan kenyamanan ekstra untuk setiap langkahmu!** 🛍️👟💖"
10141122499,99c0c024cf88acfc8f5ce4fbbd32a745,NAIN_SURYA_ASEMKA_[NEW] SEMIR SEPATU PER PCS,NAIM_SURYA_ASEMKA,385152853,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"**NAIN SURYA ASEMKA [NEW] SEMIR SEPATU PER PCS**  

Semir sepatu berkualitas tinggi dari NAIN SURYA ASEMKA, solusi praktis untuk membuat sepatu wanita Anda selalu terlihat baru dan mengkilap! Dengan formula khusus yang mudah diaplikasikan, semir ini memberikan perlindungan ekstra terhadap debu, kotoran, dan goresan ringan.  

**Keunggulan Produk:**  
✔ Cocok untuk berbagai jenis bahan sepatu, termasuk kulit, sintetis, dan kanvas  
✔ Membuat warna sepatu lebih cerah dan tahan lama  
✔ Tekstur lembut, tidak lengket, dan cepat kering  
✔ Praktis digunakan kapan saja, di mana saja  
✔ Ukuran compact, mudah dibawa dalam tas  

Jaga penampilan sepatu favorit Anda tetap sempurna dengan **NAIN SURYA ASEMKA SEMIR SEPATU**. Dapatkan sekarang dan nikmati sepatu yang selalu kinclong setiap hari!  

**Isi:** 1 pcs semir sepatu (warna sesuai pilihan)  

**Cara Penggunaan:**  
1. Bersihkan sepatu dari debu dan kotoran  
2. Oleskan semir secara merata dengan kuas atau kain lembut  
3. Diamkan sejenak hingga kering  
4. Gosok perlahan dengan kain untuk hasil maksimal  

Tersedia dalam berbagai pilihan warna yang bisa disesuaikan dengan kebutuhan sepatu Anda. Order sekarang dan rawat sepatu kesayangan Anda dengan perlindungan terbaik!"
1359217069,135c3eaec58cb341a1f3a056d46b02ce,PELINDUNG TUMIT BELAKANG ANTI LECET BAHAN GEL / SILIKON EMPUK,SHOECARE.ID,816728,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"**Pelindung Tumit Belakang Anti Lecet Bahan Gel / Silikon Empuk**  

Lindungi tumitmu dari lecet dan iritasi saat memakai sepatu baru atau sepatu yang masih kaku! Pelindung tumit belakang ini terbuat dari bahan gel/silikon super empuk yang nyaman dipakai seharian. Cocok untuk semua jenis sepatu wanita, baik flat shoes, heels, sneakers, atau boots.  

**Keunggulan Produk:**  
✔ Bahan silikon/gel lembut dan elastis, pas di tumit  
✔ Anti slip, tidak mudah bergeser saat dipakai  
✔ Mengurangi gesekan penyebab lecet dan kapalan  
✔ Mudah dibersihkan, tahan lama  
✔ Ukuran universal, cocok untuk kebanyakan sepatu  

Bebas aktivitas tanpa khawatir tumit lecet! Dapatkan sekarang juga dan rasakan kenyamanan ekstra di setiap langkahmu."
3820231093,ea45d9ea60957e90982f263fee7c80df,Insole Alas Kaki Sepatu 12mm SOL MEMORY FOAM ORIGINAL FIT SOLE BRAND,SHOECARE.ID,816728,Sepatu Pria,Aksesoris & Perawatan Sepatu,"Insole Alas Kaki Sepatu 12mm SOL MEMORY FOAM ORIGINAL FIT SOLE BRAND adalah solusi nyaman untuk kaki lelah seharian! Dibuat dengan material memory foam premium yang empuk dan menyesuaikan bentuk kaki, memberikan dukungan maksimal dan mengurangi tekanan saat berjalan atau berdiri lama.  

Dengan ketebalan 12mm, insole ini memberikan bantalan ekstra yang lembut namun tetap stabil, cocok untuk berbagai jenis sepatu pria. Teknologi anti-slip membuatnya tetap aman dan tidak bergeser saat digunakan. Plus, bahan berkualitas tinggi yang tahan lama dan mudah dibersihkan.  

Sempurna untuk aktivitas sehari-hari, kerja, atau olahraga ringan. Rasakan kenyamanan ekstra di setiap langkah dengan SOL MEMORY FOAM ORIGINAL FIT SOLE BRAND!"
4968728351,c1931eef95df98eceed40f10196043ff,FREE GIFT HADIAH BANTALAN SILICON UNTUK SEPATU KAUS KAKI PENDEK WANITA,143 STORE,317230425,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"Hadiah spesial untukmu! Dapatkan **Bantalan Silicon Gratis** yang akan membuat sepatu dan kaus kaki pendek wanita lebih nyaman dipakai.  

Bantalan ini dirancang untuk mengurangi gesekan dan mencegah lecet saat beraktivitas, sehingga kaki tetap nyaman sepanjang hari. Terbuat dari bahan silikon lembut yang aman untuk kulit dan mudah dipasang di dalam sepatu.  

Cocok untuk berbagai jenis sepatu wanita, terutama yang sering dipakai sehari-hari. Dapatkan sekarang juga sebagai bonus menarik dengan pembelian produk tertentu!  

Jangan lewatkan kesempatan ini untuk menjaga kenyamanan kaki dan memperpanjang usia sepatu favoritmu."
13675164585,482edc8d776deb978b864991f5c38844,"Suede Nubuck Eraser Rubber ke Sepatu, Tas  -  Penghapus Suede Eraser",indoglowdark,21742912,Sepatu Pria,Aksesoris & Perawatan Sepatu,"**Suede Nubuck Eraser Rubber - Penghapus Noda Khusus untuk Sepatu & Tas Suede/Nubuck**  

Bersihkan noda dan kotoran pada sepatu atau tas bahan suede/nubuck dengan mudah menggunakan **Suede Nubuck Eraser Rubber**! Alat praktis ini dirancang khusus untuk mengangkat debu, bekas gesekan, dan noda ringan tanpa merusak tekstur bahan.  

✔ **Ampuh Membersihkan** – Hilangkan kotoran membandel dengan gerakan menggosok lembut.  
✔ **Aman untuk Material Suede/Nubuck** – Tidak meninggalkan bekas atau merusak permukaan halus.  
✔ **Portabel & Mudah Digunakan** – Ukuran compact, bisa dibawa ke mana saja untuk perawatan darurat.  
✔ **Cocok untuk Sepatu Pria & Tas** – Solusi cepat menjaga penampilan tetap fresh.  

Jaga sepatu suede/nubuck Anda selalu terlihat baru seperti baru dibeli! **Suede Nubuck Eraser Rubber** wajib dimiliki para pecinta sneaker dan fashion.  

#PerawatanSepatu #AksesorisSepatu #SuedeCleaner"
7940119043,171926a73c13c31a3ad680aabe86decb,Sol Insole Sepatu Alas Sepatu Penambah Tinggi Badan Pria Wanita Bahan Gabus 1 Pasang,venditionis_shop,56879014,Sepatu Pria,Aksesoris & Perawatan Sepatu,"Tingkatkan kenyamanan dan penampilanmu dengan Sol Insole Sepatu Penambah Tinggi! Sol insole ini terbuat dari bahan gabus berkualitas tinggi yang lembut dan nyaman digunakan seharian. Cocok untuk pria dan wanita, sol ini bisa menambah tinggi badan hingga 3-5 cm secara alami tanpa terlihat berlebihan.  

Desainnya ergonomis dan fleksibel, sehingga pas dengan berbagai jenis sepatu, mulai dari sneakers, formal shoes, hingga boots. Selain menambah tinggi, sol ini juga membantu mengurangi tekanan pada kaki dan mengurangi bau tak sedap.  

Dapatkan sepasang Sol Insole Penambah Tinggi ini sekarang dan rasakan bedanya! Cocok untuk acara penting, kencan, atau sekadar meningkatkan kepercayaan diri sehari-hari."
22801430191,sg-11134201-22100-78uu28ab5wiv99,Cover Sarung Mantol Jas Hujan Sepatu Shoes Sandal Karet Anti Air Silikon,minimeet,219400191,Sepatu Pria,Aksesoris & Perawatan Sepatu,"**Cover Sarung Mantol Jas Hujan Sepatu Shoes Sandal Karet Anti Air Silikon**  

Lindungi sepatu kesayanganmu dari hujan, debu, dan kotoran dengan **Cover Sarung Sepatu Anti Air** ini! Terbuat dari bahan karet silikon berkualitas tinggi yang elastis, tahan air, dan mudah dibersihkan. Cocok untuk berbagai jenis sepatu pria, mulai dari sneaker, formal shoes, hingga sandal.  

**Fitur Utama:**  
✔ Anti air & tahan cuaca ekstrem  
✔ Bahan elastis pas di berbagai ukuran sepatu  
✔ Mudah dilipat & praktis dibawa kemana saja  
✔ Desain simpel & stylish  
✔ Melindungi sepatu dari debu, lumpur, dan noda  

Ideal untuk dipakai saat musim hujan, traveling, atau aktivitas outdoor. Dapatkan sekarang dan jaga sepatumu tetap kering & bersih!  

**Warna:** Hitam  
**Ukuran:** Universal Fit (cocok untuk ukuran 36-45)  

Beli sekarang dan nikmati perlindungan maksimal untuk sepatu favoritmu!"
23916002188,sg-11134201-23010-ewuy71ukgvlvea,Tali Sepatu Elastis Lebar 8mm Buckle Lock MAGNETIC Keren Elastic Shoelace With Stylish MAGNETIC Buckle Lock,SmartShopSBY,251597993,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"Tali Sepatu Elastis Lebar 8mm dengan Buckle Lock Magnetik - Solusi Praktis dan Stylish untuk Sepatumu!  

Ganti tali sepatu biasa dengan Tali Sepatu Elastis MAGNETIC yang super keren dan fungsional ini! Dilengkapi dengan buckle lock magnetik yang kuat, tali sepatu elastis ini memudahkanmu memakai dan melepas sepatu tanpa perlu mengikat lagi. Cocok untuk berbagai jenis sepatu wanita, dari sneakers hingga flats, membuat penampilanmu semakin trendy dengan sentuhan modern.  

✨ **Fitur Utama:**  
- **Material elastis** yang nyaman dan fleksibel, pas di kaki tanpa perlu diikat ulang.  
- **Buckle lock magnetik** yang kuat, menjaga tali tetap rapi dan aman.  
- **Lebar 8mm**, memberikan tampilan yang stylish dan kokoh.  
- **Tersedia dalam berbagai warna** untuk menyesuaikan gaya dan warna sepatumu.  
- **Mudah dipasang**, cocok untuk semua jenis sepatu dengan lubang tali standar.  

Tinggalkan ribet mengikat tali sepatu dan nikmati kemudahan serta gaya yang lebih fresh dengan Tali Sepatu Elastis MAGNETIC ini! Dapatkan sekarang dan rasakan bedanya! 🚀"
16486801,56079bdc14bb280fc560f155329bc382,Cover Shoes FUNCOVER JUNIOR Kids Pelindung Sepatu Anak,ZackyBylla motoShop,2940032,Sepatu Pria,Aksesoris & Perawatan Sepatu,"**FUNCOVER JUNIOR – Pelindung Sepatu Anak yang Praktis & Stylish!**  

Jaga sepatu kesayangan si kecil tetap bersih dan terlindungi dengan **FUNCOVER JUNIOR**! Cover sepatu ini dirancang khusus untuk anak-anak, dengan bahan yang ringan, tahan air, dan mudah dipasang. Cocok digunakan saat musim hujan, bermain di luar, atau kegiatan sehari-hari agar sepatu tetap kering dan bebas kotoran.  

**Fitur Utama:**  
✔ **Material waterproof** – Anti air dan debu, menjaga sepatu tetap bersih.  
✔ **Desain elastis** – Pas untuk berbagai ukuran sepatu anak (usia 3-12 tahun).  
✔ **Warna cerah & motif lucu** – Bikin si kecil makin semangat pakai!  
✔ **Mudah dilipat** – Praktis dibawa ke mana saja dalam tas kecil.  
✔ **Bisa dicuci & dipakai ulang** – Lebih hemat dan ramah lingkungan.  

Ayo lengkapi perlengkapan si kecil dengan **FUNCOVER JUNIOR** sekarang juga! Dijamin sepatu tetap awet dan si kecil bebas bermain tanpa khawatir kotor.  

**Tersedia dalam berbagai warna menarik!** 🎨"
19249567263,sg-11134201-22090-9mh6tx97mxhv1d,1 pasang Insole bening tak terlihat/sol silikon peninggi badan/Insole Silicone Heel Peninggi Badan Heightening,"TATTOO ARTIST,",527880966,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"Tingkatkan penampilan dan kepercayaan diri dengan **1 Pasang Insole Bening Tak Terlihat**! Sol silikon peninggi badan ini dirancang khusus untuk memberikan tambahan tinggi secara alami tanpa terlihat.  

✔ **Tak Terlihat**: Warna bening yang transparan membuatnya nyaris tidak terdeteksi, cocok dipakai dengan berbagai jenis sepatu.  
✔ **Nyaman Dipakai**: Terbuat dari bahan silikon lembut yang empuk dan fleksibel, mengurangi tekanan pada kaki saat beraktivitas.  
✔ **Tinggi Ekstra**: Memberikan tambahan tinggi hingga 3-5 cm, membuat postur tubuh lebih ideal.  
✔ **Anti Slip**: Desain yang pas di bagian tumit sepatu mencegah geser, sehingga lebih stabil saat digunakan.  
✔ **Universal Size**: Dapat dipotong sesuai ukuran sepatu Anda, cocok untuk wanita dengan berbagai ukuran kaki.  

Solusi praktis untuk tampil lebih tinggi dengan gaya! Dapatkan sekarang dan rasakan perbedaannya!"
22524929349,id-11134207-23020-yzao10e7xlnv39,[ACQ] Bantal Pelindung Tumit Anti Lecet Model Kupu-Kupu,charlottequinn,291384636,Sepatu Wanita,Aksesoris & Perawatan Sepatu,"Bantal pelindung tumit anti lecet model kupu-kupu ini solusi sempurna untuk mencegah lecet dan nyeri saat pakai sepatu baru! Desain unik berbentuk kupu-kupu yang stylish dan nyaman dipakai, cocok untuk berbagai jenis sepatu wanita.  

Terbuat dari bahan silikon lembut yang fleksibel, tidak mudah geser, dan aman untuk kulit. Bantal ini mengurangi gesekan di area tumit sehingga kaki tetap nyaman seharian. Ukuran compact pas di dalam sepatu tanpa mengubah bentuk sepatu.  

Cocok dipakai untuk acara formal, jalan-jalan, atau sehari-hari. Tersedia dalam warna netral yang mudah dipadukan dengan berbagai model sepatu. Bikin sepatu kesayanganmu lebih nyaman tanpa khawatir lecet lagi!  

Dapatkan sekarang dan rasakan kenyamanan maksimal di setiap langkah!"
